VENDORORGANIZATIONNAME,ADDRESSLOCATIONROLES,VENDORACCOUNTNUMBER,FORMATTEDADDRESS,ADDRESSCITY,ADDRESSCOUNTRYREGIONID,ADDRESSCOUNTYID,ADDRESSDESCRIPTION,ADDRESSLOCATIONID,ADDRESSSTATEID,ADDRESSSTREET,ADDRESSSTREETNUMBER,ADDRESSVALIDFROM,ADDRESSVALIDTO,ADDRESSZIPCODE,DATAAREAID
KIRK PAVING AND CONSTRUCTION LLC,Business;Remit to,V013636,"PO BOX 631279
343 CREEKSIDE DRIVE
NACOGDOCHES, TX",NACOGDOCHES,USA,,KIRK PAVING AND CONSTRUCTION LLC,L000205594,TX,"PO BOX 631279
343 CREEKSIDE DRIVE",,11/15/2022 12:47:11,12/31/2154 23:59:59,,101
LG BUILDERS,Business;Remit to,V013637,"1321 PLUTO STREET
PAHRUMP, NV  89048",PAHRUMP,USA,,LG BUILDERS,L000205245,NV,1321 PLUTO STREET,,11/15/2022 14:38:44,12/31/2154 23:59:59,89048,101
WHITEWATER ENVIRONMENTAL,Remit to,V013638,"2310 S HWY 77 SUITE 110
PMB #302
LYNN HAVEN, FL  32444",LYNN HAVEN,USA,,WHITEWATER ENVIRONMENTAL,L000368370,FL,"2310 S HWY 77 SUITE 110
PMB #302",,09/17/2024 11:21:07,12/31/2154 23:59:59,32444,101
"L. H. STOKES & SON, INC.",Business;Remit to,V013639,"P.O. BOX 3318
FLORENCE, SC  29502",FLORENCE,USA,,"L. H. STOKES & SON, INC.",L000205070,SC,P.O. BOX 3318,,11/15/2022 17:26:34,12/31/2154 23:59:59,29502,101
FILRON SOLUTIONS LLC,Business;Remit to,V013640,"152 HEATHERWOOD DR
ST GEORGE, SC  29477",ST GEORGE,USA,,FILRON SOLUTIONS LLC,L000205077,SC,152 HEATHERWOOD DR,,01/20/2025 12:50:18,12/31/2154 23:59:59,29477,101
ETNA SUPPLY COMPANY,Remit to,V013642,"P.O. 772107
DETROIT, MI  48277-2107",DETROIT,USA,,ETNA SUPPLY COMPANY,L000205798,MI,P.O. 772107,,11/16/2022 13:52:46,12/31/2154 23:59:59,48277-2107,101
BLAIR CHRISTENSEN,Business;Remit to,V013643,,,USA,,BLAIR CHRISTENSEN,L000205807,,,,11/16/2022 16:03:22,12/31/2154 23:59:59,,101
"GENOA BUSINESS FORMS, INC.",Business;Remit to,V013644,"445 PARK AVE.
P.O. BOX 450
SYCAMORE, IL  60178",SYCAMORE,USA,,"GENOA BUSINESS FORMS, INC.",L000205811,IL,"445 PARK AVE.
P.O. BOX 450",,11/16/2022 17:24:01,12/31/2154 23:59:59,60178,101
HENIFF TRANSPORTATION,Remit to,V013645,"PO BOX 74007095
CHICAGO, IL  60674-7095",CHICAGO,USA,,HENIFF TRANSPORTATION,L000255154,IL,PO BOX 74007095,,06/19/2023 12:36:20,12/31/2154 23:59:59,60674-7095,101
HENIFF TRANSPORTATION,Remit to,V013645,"PO BOX 74008343
CHICAGO, IL  60674-8343",CHICAGO,USA,,HENIFF TRANSPORTATION,L000206096,IL,PO BOX 74008343,,11/17/2022 16:14:25,12/31/2154 23:59:59,60674-8343,101
TEAM 3 RENTALS AND SERVICE,Business;Remit to,V013646,"PO BOX 1100
HILLTOP LAKES, TX  77871",HILLTOP LAKES,USA,,TEAM 3 RENTALS AND SERVICE,L000206295,TX,PO BOX 1100,,11/18/2022 13:13:13,12/31/2154 23:59:59,77871,101
"M&M ERECTORS, INC",Business;Remit to,V013647,"15400 VANTAGE PWKY W
HOUSTON, TX  77032",HOUSTON,USA,,"M&M ERECTORS, INC",L000206301,TX,15400 VANTAGE PWKY W,,11/18/2022 13:45:36,12/31/2154 23:59:59,77032,101
ATEX OILFIELD SERVICES LLC,Business;Remit to,V013649,"P.O. BOX 53625
LUBBOCK, TX  79453",LUBBOCK,USA,,ATEX OILFIELD SERVICES LLC,L000206605,TX,P.O. BOX 53625,,01/30/2023 15:04:06,12/31/2154 23:59:59,79453,101
ADECCO EMPLOYMENT SERVICES,Remit to,V013650,"P.O. BOX 371084
PITTSBURGH, PA  15250-7084",PITTSBURGH,USA,,ADECCO EMPLOYMENT SERVICES,L000228606,PA,P.O. BOX 371084,,03-06-2023 17:06,12/31/2154 23:59:59,15250-7084,101
ROBERT ROACH,Business;Remit to,V013651,,,USA,,ROBERT ROACH,L000206696,,,,11/21/2022 17:11:52,12/31/2154 23:59:59,,101
BIG RUNNERS INC. DBA RIG RUNNER,Remit to,V013652,"P.O. BOX 206546
DALLAS, TX  75320-6546",DALLAS,USA,,BIG RUNNERS INC. DBA RIG RUNNER,L000206796,TX,P.O. BOX 206546,,11/21/2022 17:45:13,12/31/2154 23:59:59,75320-6546,101
"EATON CONSTRUCTION SERVICES, LLC.",Business;Remit to,V013653,"P.O. BOX 4066
EAST LANSING, MI  48823",EAST LANSING,USA,,"EATON CONSTRUCTION SERVICES, LLC.",L000206802,MI,P.O. BOX 4066,,11/21/2022 18:00:30,12/31/2154 23:59:59,48823,101
"GLADIEUX METALS RECYCLING, LLC",Business;Remit to,V013655,"302 MIDWAY ROAD
ATTN: ALEKSEY PROSKUROV
FREEPORT, TX  77542",FREEPORT,USA,,"GLADIEUX METALS RECYCLING, LLC",L000206894,TX,"302 MIDWAY ROAD
ATTN: ALEKSEY PROSKUROV",,11/21/2022 20:02:57,12/31/2154 23:59:59,77542,101
"HANSON PROFESSIONAL SERVICES, INC",Business;Remit to,V013656,"1525 SOUTH 6TH STREET
SPRINGFIELD, IL  62703-2801",SPRINGFIELD,USA,,"HANSON PROFESSIONAL SERVICES, INC",L000206631,IL,1525 SOUTH 6TH STREET,,11/22/2022 19:30:21,12/31/2154 23:59:59,62703-2801,101
JPMG HOME & COMMERCIAL SERVICES,Business;Remit to,V013657,"418 FLOYD DRIVE
NORMAN, OK  73026",NORMAN,USA,,JPMG HOME & COMMERCIAL SERVICES,L000206518,OK,418 FLOYD DRIVE,,11/23/2022 14:22:39,12/31/2154 23:59:59,73026,101
"BASIC TRANSPORTATION GROUP, LLC.",Business;Remit to,V013658,"7901 SYLVANIA AVE.
SYLVANIA, OH  43560",SYLVANIA,USA,,"BASIC TRANSPORTATION GROUP, LLC.",L000206524,OH,7901 SYLVANIA AVE.,,11/23/2022 16:37:41,12/31/2154 23:59:59,43560,101
GFAM TRANSPORT LLC,Business;Remit to,V013659,"900 CALAIS LN
EL PASO, TX  79907",EL PASO,USA,,GFAM TRANSPORT LLC,L000206719,TX,900 CALAIS LN,,11/28/2022 16:29:43,12/31/2154 23:59:59,79907,101
MAGISTERIAL DISTRICT NO. 04-3-01,Business;Remit to,V013660,"201 WEST MAIN STREET
ELKLAND, PA  16920",ELKLAND,USA,,MAGISTERIAL DISTRICT NO. 04-3-01,L000206920,PA,201 WEST MAIN STREET,,11/29/2022 15:45:16,12/31/2154 23:59:59,16920,101
SINGER ENTERTAINMENT GROUP LLC,Remit to,V013661,"1718 SUMMERFIELD SE
KENTWOOD, MI  49508",KENTWOOD,USA,,SINGER ENTERTAINMENT GROUP LLC,L000399061,MI,1718 SUMMERFIELD SE,,12/17/2024 14:45:09,12/31/2154 23:59:59,49508,101
SINGER ENTERTAINMENT GROUP LLC,Business;Remit to,V013661,"46812 BRECKENRIDGE DR
MACOMB, MI  48044",MACOMB,USA,,SINGER ENTERTAINMENT GROUP LLC,L000206923,MI,46812 BRECKENRIDGE DR,,11/29/2022 19:48:31,12/31/2154 23:59:59,48044,101
FINISHLINE FLEET SERVICE,Business;Remit to,V013662,"6349 BEVERLY PLAZA
ROMULUS, MI  48174",ROMULUS,USA,,FINISHLINE FLEET SERVICE,L000206744,MI,6349 BEVERLY PLAZA,,11/30/2022 15:44:43,12/31/2154 23:59:59,48174,101
GTI TRANSPORT LLC,Business;Remit to,V013663,"7600 CHEVY CHASE DR.
SUITE 300
AUSTIN, TX  78752",AUSTIN,USA,,GTI TRANSPORT LLC,L000206749,TX,"7600 CHEVY CHASE DR.
SUITE 300",,11/30/2022 16:18:33,12/31/2154 23:59:59,78752,101
SCOTT KAMYSZ,Business;Remit to,V013664,,,USA,,SCOTT KAMYSZ,L000206755,,,,11/30/2022 16:36:48,12/31/2154 23:59:59,,101
PATRIOT PARTS & SERVICE LLC,Business;Remit to,V013665,"925 SAM BASS CT
WILLOW PARK, TX  76087",WILLOW PARK,USA,,PATRIOT PARTS & SERVICE LLC,L000206757,TX,925 SAM BASS CT,,11/30/2022 17:08:46,12/31/2154 23:59:59,76087,101
SYNERGY CLEANING SOLUTIONS LLC,Business;Remit to,V013666,"P.O. BOX 7407
ODESSA, TX  79760",ODESSA,USA,,SYNERGY CLEANING SOLUTIONS LLC,L000206764,TX,P.O. BOX 7407,,07-07-2023 19:33,12/31/2154 23:59:59,79760,101
TOYOTA OF YAKIMA,Business;Remit to,V013667,"2230 LONGFIBRE AVE
UNION GAP, WA  98903",UNION GAP,USA,, TOYOTA OF YAKIMA,L000206768,WA,2230 LONGFIBRE AVE,,11/30/2022 18:34:32,12/31/2154 23:59:59,98903,101
"MARINE VACUUM SERVICE, INC.",Business;Remit to,V013669,"P.O. BOX 24263
SEATTLE, WA  98124",SEATTLE,USA,,"MARINE VACUUM SERVICE, INC.",L000206954,WA,P.O. BOX 24263,,12-02-2022 19:00,12/31/2154 23:59:59,98124,101
SITECH SOUTH LLC,Business;Remit to,V013670,"5000 HIGHLANDS PKWY
SUITE 150
SMYRNA, GA  30082",SMYRNA,USA,,SITECH SOUTH LLC,L000206861,GA,"5000 HIGHLANDS PKWY
SUITE 150",,12-05-2022 19:13,12/31/2154 23:59:59,30082,101
ROBERTO A MARTINEZ,Business;Remit to,V013671,"8023 BEVERLY BLVD. #1-270
LOS ANGELES, CA  90048",LOS ANGELES,USA,,ROBERTO A MARTINEZ,L000207399,CA,8023 BEVERLY BLVD. #1-270,,12-06-2022 19:42,12/31/2154 23:59:59,90048,101
A-1 HURRICANE FENCE INDUSTRIES,Business;Remit to,V013672,"959 MASSACHUSETTS AVE.
PENSACOLA, FL  32505",PENSACOLA,USA,,A-1 HURRICANE FENCE INDUSTRIES,L000207402,FL,959 MASSACHUSETTS AVE.,,12-06-2022 20:15,12/31/2154 23:59:59,32505,101
LOCAL SERVICES LLC,Business;Remit to,V013673,"PO BOX 530
KING GEORGE, VA  22485",KING GEORGE,USA,,LOCAL SERVICES LLC,L000207030,VA,PO BOX 530,,12-07-2022 13:25,12/31/2154 23:59:59,22485,101
JETSTREAM OF HOUSTON LLP,Business;Remit to,V013674,"PO BOX 203706
DALLAS, TX  75320-3706",DALLAS,USA,,JETSTREAM OF HOUSTON LLP,L000221624,TX,PO BOX 203706,,01-10-2023 14:30,12/31/2154 23:59:59,75320-3706,101
MCNAUGHTON-MCKAY ELECTRIC COMPANY,Remit to,V013675,"PO BOX 890976
CHARLOTTE, NC  28289-0976",CHARLOTTE,USA,,MCNAUGHTON-MCKAY ELECTRIC COMPANY,L000207500,NC,PO BOX 890976,,12-07-2022 20:19,12/31/2154 23:59:59,28289-0976,101
AUSTIN HOSE,Remit to,V013676,"PO BOX 9533
AMARILLO, TX  79105-9533",AMARILLO,USA,,AUSTIN HOSE,L000207507,TX,PO BOX 9533,,12-07-2022 20:35,12/31/2154 23:59:59,79105-9533,101
JEFF KOENIG,Business;Remit to,V013677,,,USA,,JEFF KOENIG,L000207323,,,,12-09-2022 15:27,12/31/2154 23:59:59,,101
TOWN OF BEATTY,Business;Remit to,V013678,"100 A AVENUE SOUTH
BEATTY, NV  89060",BEATTY,USA,,TOWN OF BEATTY,L000213345,NV,100 A AVENUE SOUTH,,12-12-2022 15:21,12/31/2154 23:59:59,89060,101
MARC BARRAGAN,Business;Remit to,V013679,,,USA,,MARC BARRAGAN,L000213634,,,,12-12-2022 18:38,12/31/2154 23:59:59,,101
KODY PEUGH,Business;Remit to,V013680,,,USA,,KODY PEUGH,L000213636,,,,12-12-2022 18:43,12/31/2154 23:59:59,,101
JESSE JAKE LOPEZ,Business;Remit to,V013682,,,USA,,JESSE JAKE LOPEZ,L000213730,,,,12/13/2022 12:52:17,12/31/2154 23:59:59,,101
BULKMATIC SOLUTIONS LLC,Remit to,V013683,"P.O. BOX 854756
MINNEAPOLIS, MN  55485-4756",MINNEAPOLIS,USA,,BULKMATIC SOLUTIONS LLC,L000225533,MN,P.O. BOX 854756,,02-09-2023 16:32,12/31/2154 23:59:59,55485-4756,101
BULKMATIC SOLUTIONS LLC,Business;Remit to,V013683,"2001 N CLINE AVE
GRIFFITH, IN  46319",GRIFFITH,USA,,BULKMATIC SOLUTIONS LLC,L000213755,IN,2001 N CLINE AVE,,12/13/2022 14:11:49,12/31/2154 23:59:59,46319,101
CURT'S HAULING LLC,Business;Remit to,V013684,"1700 FOSTORIA AVE
SUITE 1200
FINDLAY, OH  45840",FINDLAY,USA,,CURT'S HAULING LLC,L000213643,OH,"1700 FOSTORIA AVE
SUITE 1200",,12/13/2022 15:53:55,12/31/2154 23:59:59,45840,101
TYRONE RUSSELL,Business;Remit to,V013685,"9842 LAUREL LEDGE DR
RIVERVIEW, FL  33569",RIVERVIEW,USA,,TYRONE RUSSELL,L000213444,FL,9842 LAUREL LEDGE DR,,12/13/2022 16:06:38,12/31/2154 23:59:59,33569,101
ENVIRONMENTAL ABRASIVES WAREHOUSE CO,Business;Remit to,V013686,"4301 SOUTH FEDERAL WAY
BOISE, ID  83716",BOISE,USA,,ENVIRONMENTAL ABRASIVES WAREHOUSE CO,L000213449,ID,4301 SOUTH FEDERAL WAY,,12/13/2022 16:32:45,12/31/2154 23:59:59,83716,101
ANCHOR CONSTRUCTION,Business;Remit to,V013687,"8212 SOLUTIONS CENTER
CHICAGO, IL  60677-8002",CHICAGO,USA,,ANCHOR CONSTRUCTION,L000213460,IL,8212 SOLUTIONS CENTER,,12/13/2022 17:28:16,12/31/2154 23:59:59,60677-8002,101
"US TANK ALLIANCE, INC.",Business;Remit to,V013688,"7400 SKYLINE DR. E.
COLUMBUS, OH  43235",COLUMBUS,USA,,"US TANK ALLIANCE, INC.",L000213474,OH,7400 SKYLINE DR. E.,,12/13/2022 21:03:13,12/31/2154 23:59:59,43235,101
FERGUSON FACILITIES SUPPLY,Remit to,V013689,"P.O. BOX 200184
SAN ANTONIO, TX  78220",SAN ANTONIO,USA,,FERGUSON FACILITIES SUPPLY,L000213843,TX,P.O. BOX 200184,,12/14/2022 13:34:05,12/31/2154 23:59:59,78220,101
"YOKOHAMA OFF-HIGHWAY TIRE AMERICAS, INC.",Remit to,V013690,"P.O. BOX 778740
CHICAGO, IL  60677-8740",CHICAGO,USA,,"YOKOHAMA OFF-HIGHWAY TIRE AMERICAS, INC.",L000213861,IL,P.O. BOX 778740,,12/14/2022 17:58:38,12/31/2154 23:59:59,60677-8740,101
WILD HORSE OILFIELD SERVICES LLC,Business;Remit to,V013691,"P.O. BOX 53367
MIDLAND, TX  79710",MIDLAND,USA,,WILD HORSE OILFIELD SERVICES LLC,L000213869,TX,P.O. BOX 53367,,01/17/2023 15:56:36,12/31/2154 23:59:59,79710,101
SYLVESTER ADKINS,Business;Remit to,V013692,,,USA,,SYLVESTER ADKINS,L000213363,,,,12/15/2022 13:23:53,12/31/2154 23:59:59,,101
"CORECOUSA, INC",Remit to,V013694,"P.O. BOX 225748
DALLAS, TX  75222",DALLAS,USA,,"CATALYST FINANCE, L.P. ASIGNEE: CORECOUSA",L000213942,TX,P.O. BOX 225748,,12/15/2022 15:04:31,12/31/2154 23:59:59,75222,101
JOHN BLEWETT,Business;Remit to,V013695,"246 HERBERTSVILLE RD
HOWELL, NJ  07731",HOWELL,USA,,JOHN BLEWETT,L000213369,NJ,246 HERBERTSVILLE RD,,12/15/2022 14:50:35,12/31/2154 23:59:59,07731,101
WINOA USA INC.,Remit to,V013697,"WELLS FARGO
P.O. BOX 752175
CHARLOTTE, NC  28275-2175",CHARLOTTE,USA,,WINOA USA INC.,L000213666,NC,"WELLS FARGO
P.O. BOX 752175",,12/15/2022 23:18:01,12/31/2154 23:59:59,28275-2175,101
INTERACTIVE MAINTENANCE SERVICES INC,Remit to,V013699,"PO BOX 919
WILLISTON, VT  05495",WILLISTON,USA,,INTERACTIVE MAINTENANCE SERVICES INC,L000213891,VT,PO BOX 919,,12/19/2022 18:55:00,12/31/2154 23:59:59,05495,101
MANSFIELD OIL COMPANY,Remit to,V013700,"PO BOX 733706
DALLAS, TX  75373-3706",DALLAS,USA,,MANSFIELD OIL COMPANY,L000220412,TX,PO BOX 733706,,01-03-2023 18:13,12/31/2154 23:59:59,75373-3706,101
MULLER IND LLC DBA HOTSY SOUTHWEST,Business;Remit to,V013701,"642 EASTGATE RD
HENDERSON, NV  89011",HENDERSON,USA,,MULLER IND LLC DBA HOTSY SOUTHWEST,L000214431,NV,642 EASTGATE RD,,12/20/2022 13:19:21,12/31/2154 23:59:59,89011,101
"CAMPBELL FREIGHTLINER, LLC",Remit to,V013702,"P.O. BOX 7600
MONROE TWP, NJ  08831",MONROE TWP,USA,,"CAMPBELL FREIGHTLINER, LLC",L000214438,NJ,P.O. BOX 7600,,12/20/2022 15:26:18,12/31/2154 23:59:59,08831,101
"CAMPBELL FREIGHTLINER, LLC",Business;Remit to,V013702,"1015 CRANBURY SOUTH RIVER RD
SOUTH BRUNSWICK, NJ  08831",SOUTH BRUNSWICK,USA,,"CAMPBELL FREIGHTLINER, LLC",L000214437,NJ,1015 CRANBURY SOUTH RIVER RD,,12/20/2022 15:20:02,12/31/2154 23:59:59,08831,101
NICK MANLEY,Business;Remit to,V013703,,,USA,,NICK MANLEY,L000214445,,,,12/20/2022 15:50:27,12/31/2154 23:59:59,,101
SATWA OCCUPATIONAL/BUSINESS HEALTH PARTNERS,Remit to,V013705,"CASEY SOILEAU
3649 SOUTH BEGLIS PARKWAY
SULPHUR, LA  70665",SULPHUR,USA,,SATWA OCCUPATIONAL,L000214173,LA,"CASEY SOILEAU
3649 SOUTH BEGLIS PARKWAY",,12/21/2022 16:38:12,12/31/2154 23:59:59,70665,101
COLUMBIA FLEET SERVICE,Business;Remit to,V013706,"P.O. BOX 1038
JESSUP, MD  20794",JESSUP,USA,,COLUMBIA FLEET SERVICE,L000214351,MD,P.O. BOX 1038,,12/22/2022 12:18:59,12/31/2154 23:59:59,20794,101
"HH ASSOCIATES US, INC",Remit to,V013707,"DEPT CH 17973
PALATINE, IL  60055-7973",PALATINE,USA,,HH ASSOCIATES US INC,L000214635,IL,DEPT CH 17973,,02/16/2024 13:16:02,12/31/2154 23:59:59,60055-7973,101
SERRA BUICK GMC ROCHESTER HILLS,Business;Remit to,V013708,"855 S ROCHESTER RD
ROCHESTER HILLS, MI  48307",ROCHESTER HILLS,USA,,SERRA BUICK GMC ROCHESTER HILLS,L000214537,MI,855 S ROCHESTER RD,,12/22/2022 19:33:05,12/31/2154 23:59:59,48307,101
J.B. BROWN & SONS,Business;Remit to,V013709,"PO BOX 207
PORTLAND, ME  04112",PORTLAND,USA,,J.B. BROWN & SONS,L000217523,ME,PO BOX 207,,12-09-2022 00:00,12/31/2154 23:59:59,04112,101
PIERCE ATWOOD LLP,Business;Remit to,V013710,"254 COMMERCIAL ST
PORTLAND, ME  04101",PORTLAND,USA,,PIERCE ATWOOD LLP,L000217524,ME,254 COMMERCIAL ST,,12-09-2022 00:00,12/31/2154 23:59:59,04101,101
MESSER TRUCK EQUIPMENT,Business;Remit to,V013711,"170 WARREN AVENUE
WESTBROOK, ME  04092",WESTBROOK,USA,,MESSER TRUCK EQUIPMENT,L000217525,ME,170 WARREN AVENUE,,12-09-2022 00:00,12/31/2154 23:59:59,04092,101
"M&H LOGGING, LLC",Business;Remit to,V013712,"P.O. BOX 565, 3039 MAIN STREET
RANGELEY, ME  04970",RANGELEY,USA,,"M&H LOGGING, LLC",L000217526,ME,"P.O. BOX 565, 3039 MAIN STREET",,12-09-2022 00:00,12/31/2154 23:59:59,04970,101
TRASK DECROW MACHINERY INC,Business;Remit to,V013713,"52 U.S. ROUTE 1 SUITE 2
SCARBOROUGH, ME  04074",SCARBOROUGH,USA,,TRASK DECROW MACHINERY INC,L000217527,ME,52 U.S. ROUTE 1 SUITE 2,,12-09-2022 00:00,12/31/2154 23:59:59,04074,101
GORHAM SAND & GRAVEL,Business;Remit to,V013714,"939 PARKER FARM RD
BUXTON, ME  04093",BUXTON,USA,,GORHAM SAND & GRAVEL,L000217528,ME,939 PARKER FARM RD,,12-09-2022 00:00,12/31/2154 23:59:59,04093,101
SEACOAST SCAFFOLD,Business;Remit to,V013715,"PO BOX 1982
PORTLAND, ME  04104",PORTLAND,USA,,SEACOAST SCAFFOLD,L000217529,ME,PO BOX 1982,,12-09-2022 00:00,12/31/2154 23:59:59,04104,101
MAINE PARTS & MACHINE,Business;Remit to,V013716,"68 WALDRON WAY
PORTLAND, ME  04103-5944",PORTLAND,USA,,MAINE PARTS & MACHINE,L000217530,ME,68 WALDRON WAY,,12-09-2022 00:00,12/31/2154 23:59:59,04103-5944,101
MARINE TRANSPORTER INC,Business;Remit to,V013717,"16407 DAYSAILOR TRAIL
LAKEWOOD RANCH, FL  34202",LAKEWOOD RANCH,USA,,MARINE TRANSPORTER INC,L000217531,FL,16407 DAYSAILOR TRAIL,,01/23/2024 15:20:56,12/31/2154 23:59:59,34202,101
MARK POLLARD ELECTRICAL INC,Remit to,V013718,"P.O. BOX 1017
206 LEWISTON ROAD
GRAY, ME  04039",GRAY,USA,,MARK POLLARD ELECTRICAL INC.,L000302272,ME,"P.O. BOX 1017
206 LEWISTON ROAD",,12-04-2023 15:09,12/31/2154 23:59:59,04039,101
MARK POLLARD ELECTRICAL INC,Business;Remit to,V013718,"PO BOX 1017
GRAY, ME  04039",GRAY,USA,,MARK POLLARD ELECTRICAL INC,L000217532,ME,PO BOX 1017,,12/20/2023 15:04:13,12/31/2154 23:59:59,04039,101
ROYAL FLUSH,Business;Remit to,V013719,"PO BOX 10839
PORTLAND, ME  04104",PORTLAND,USA,,ROYAL FLUSH,L000217533,ME,PO BOX 10839,,12-09-2022 00:00,12/31/2154 23:59:59,04104,101
JOHNSON & JORDAN INC,Business;Remit to,V013720,"18 MUSSEY ROAD
SCARBOROUGH, ME  04074",SCARBOROUGH,USA,,JOHNSON & JORDAN INC,L000217534,ME,18 MUSSEY ROAD,,12-09-2022 00:00,12/31/2154 23:59:59,04074,101
HEWS COMPANY LLC,Business;Remit to,V013721,"190 RUMERY STREET
SOUTH PORTLAND, ME  04106",SOUTH PORTLAND,USA,,HEWS COMPANY LLC,L000217535,ME,190 RUMERY STREET,,12-09-2022 00:00,12/31/2154 23:59:59,04106,101
MARINE CHEMIST CONSULTING LLC,Business;Remit to,V013722,"P O BOX 91483
ANCHORAGE, AK  99509",ANCHORAGE,USA,,MARINE CHEMIST CONSULTING LLC,L000217536,AK,P O BOX 91483,,12-09-2022 00:00,12/31/2154 23:59:59,99509,101
"FIRSTLIGHT FIBER, INC",Business;Remit to,V013723,"PO BOX 1301
WILLISTON, VT  05495-1301",WILLISTON,USA,,"FIRSTLIGHT FIBER, INC",L000217537,VT,PO BOX 1301,,12-09-2022 00:00,12/31/2154 23:59:59,05495-1301,101
FLOWTRACE,Business;Remit to,V013724,"5875 RICKENBACKER ROAD
COMMERCE, CA  90040",COMMERCE,USA,,FLOWTRACE,L000217538,CA,5875 RICKENBACKER ROAD,,12-09-2022 00:00,12/31/2154 23:59:59,90040,101
C & A CLEANING,Business;Remit to,V013725,"1200 W EAST AVENUE SUITE 200
CHICO, CA  95926",CHICO,USA,,C & A CLEANING,L000217539,CA,1200 W EAST AVENUE SUITE 200,,12-09-2022 00:00,12/31/2154 23:59:59,95926,101
WHITCOMB,Business;Remit to,V013726,"PO BOX 1000 187 WHITCOMB RD
WALPOLE, NH  03608",WALPOLE,USA,,WHITCOMB,L000217540,NH,PO BOX 1000 187 WHITCOMB RD,,12-09-2022 00:00,12/31/2154 23:59:59,03608,101
REGAN ELECTRIC CO INC,Business;Remit to,V013727,"94 LANGDON STREET
PORTSMOUTH, NH  03801",PORTSMOUTH,USA,,REGAN ELECTRIC CO INC,L000217541,NH,94 LANGDON STREET,,12-09-2022 00:00,12/31/2154 23:59:59,03801,101
TOWN OF WALPOLE NH,Business;Remit to,V013728,"PO BOX 729
WALPOLE, NH  03608",WALPOLE,USA,,TOWN OF WALPOLE NH,L000217542,NH,PO BOX 729,,12-09-2022 00:00,12/31/2154 23:59:59,03608,101
"GTS ENVIRONMENTAL TECHNOLOGY, INC.",Business;Remit to,V013729,"9 CHENEY DRIVE
HUDSON, NH  03051",HUDSON,USA,,"GTS ENVIRONMENTAL TECHNOLOGY, INC.",L000217543,NH,9 CHENEY DRIVE,,12-09-2022 00:00,12/31/2154 23:59:59,03051,101
"MARTINEAU ELECTRIC, INC.",Business;Remit to,V013730,"165 INDUSTRIAL PARK DRIVE
DOVER, NH  03820",DOVER,USA,,"MARTINEAU ELECTRIC, INC.",L000217544,NH,165 INDUSTRIAL PARK DRIVE,,12-09-2022 00:00,12/31/2154 23:59:59,03820,101
PIKE INDUSTRIES,Business;Remit to,V013731,"PO BOX 416812
BOSTON, MA  02241-6812",BOSTON,USA,,PIKE INDUSTRIES,L000217545,MA,PO BOX 416812,,12-09-2022 00:00,12/31/2154 23:59:59,02241-6812,101
"KURRLE TRANSPORT, INC.",Business;Remit to,V013732,"809 VT ROUTE 12A
NORTHFIELD, VT  05663",NORTHFIELD,USA,,"KURRLE TRANSPORT, INC.",L000217546,VT,809 VT ROUTE 12A,,12-09-2022 00:00,12/31/2154 23:59:59,05663,101
GEOINSIGHT,Business;Remit to,V013733,"186 GRANITE STREET 3RD FLOOR, SUITE A
MANCHESTER, NH  03101",MANCHESTER,USA,,GEOINSIGHT,L000217547,NH,"186 GRANITE STREET 3RD FLOOR, SUITE A",,12-09-2022 00:00,12/31/2154 23:59:59,03101,101
ABSOLUTE RESOURCE ASSOCIATES LLC,Business;Remit to,V013734,"124 HERITAGE AVENUE UNIT 16
PORTSMOUTH, NH  03801",PORTSMOUTH,USA,,ABSOLUTE RESOURCE ASSOCIATES LLC,L000217548,NH,124 HERITAGE AVENUE UNIT 16,,12-09-2022 00:00,12/31/2154 23:59:59,03801,101
DAWSON CONCRETE INC,Business;Remit to,V013735,"PO BOX 189
WINNISQUAM, NH  03289",WINNISQUAM,USA,,DAWSON CONCRETE INC,L000217549,NH,PO BOX 189,,12-09-2022 00:00,12/31/2154 23:59:59,03289,101
D & D INVESTMENTS LLC,Business;Remit to,V013737,"349 COMMERCE ST
WILLISTON, VT  05495",WILLISTON,USA,,D & D INVESTMENTS LLC,L000217551,VT,349 COMMERCE ST,,12-09-2022 00:00,12/31/2154 23:59:59,05495,101
"CABENO ENVIRONMENTAL FIELD SERVICES, LLC",Business;Remit to,V013738,"931 COUNTY CREEK DRIVE
NEW LENOX, IL  60451",NEW LENOX,USA,,"CABENO ENVIRONMENTAL FIELD SERVICES, LLC",L000217552,IL,931 COUNTY CREEK DRIVE,,12-09-2022 00:00,12/31/2154 23:59:59,60451,101
ALICE M GOULD,Business;Remit to,V013739,"18 GOULDS WAY
SEABROOK, NH  03874",SEABROOK,USA,,ALICE M GOULD,L000217553,NH,18 GOULDS WAY,,12-09-2022 00:00,12/31/2154 23:59:59,03874,101
SHELBURNE LIMESTONE CORPORATION,Business;Remit to,V013740,"PO BOX 359
ESSEX JUNCTION, VT  05453",ESSEX JUNCTION,USA,,SHELBURNE LIMESTONE CORPORATION,L000217554,VT,PO BOX 359,,12-09-2022 00:00,12/31/2154 23:59:59,05453,101
