VENDORORGANIZATIONNAME,ADDRESSLOCATIONROLES,VENDORACCOUNTNUMBER,FORMATTEDADDRESS,ADDRESSCITY,ADDRESSCOUNTRYREGIONID,ADDRESSCOUNTYID,ADDRESSDESCRIPTION,ADDRESSLOCATIONID,ADDRESSSTATEID,ADDRESSSTREET,ADDRESSSTREETNUMBER,ADDRESSVALIDFROM,ADDRESSVALIDTO,ADDRESSZIPCODE,DATAAREAID
"JAMES R. GUERRA, P.A.",Business;Remit to,V017259,"1045 EAST JERSEY ST
2ND FLOOR
ELIZABETH, NJ  07201",ELIZABETH,USA,,"JAMES R. GUERRA, P.A.",L000275819,NJ,"1045 EAST JERSEY ST
2ND FLOOR",,06/28/2024 14:00:47,12/31/2154 23:59:59,07201,101
JAMES T. WARRING SONS INC,Business;Remit to,V017261,"4545 S. STREET
CAPITOL HEIGHTS, MD  20743",CAPITOL HEIGHTS,USA,,JAMES T. WARRING SONS INC,L000275821,MD,4545 S. STREET,,08-10-2023 00:00,12/31/2154 23:59:59,20743,101
JAN-PRO OF PHILADELPHIA,Remit to,V017262,"PROMISING DEVELOPMENT LB
P.O. BOX 780211
PHILADELPHIA, PA  19178-0211",PHILADELPHIA,USA,,JAN-PRO OF PHILADELPHIA,L000395653,PA,"PROMISING DEVELOPMENT LB
P.O. BOX 780211",,12-03-2024 15:16,12/31/2154 23:59:59,19178-0211,101
JENSON & MITCHELL,Business;Remit to,V017265,"477 STRAIGHT STREET
PATERSON, NJ  7501",PATERSON,USA,,JENSON & MITCHELL,L000275825,NJ,477 STRAIGHT STREET,,08-10-2023 00:00,12/31/2154 23:59:59,7501,101
JERSEY TANK FABRICATORS INC,Business;Remit to,V017266,"PO BOX 257
CREAM RIDGE, NJ  8514",CREAM RIDGE,USA,,JERSEY TANK FABRICATORS INC,L000275826,NJ,PO BOX 257,,08-10-2023 00:00,12/31/2154 23:59:59,8514,101
JET FACTORING LLC,Business;Remit to,V017268,"JET FACTORING LLC 852 STATE STREET
EAST LIVERPOOL, OH  43920",EAST LIVERPOOL,USA,,JET FACTORING LLC,L000275828,OH,JET FACTORING LLC 852 STATE STREET,,08-10-2023 00:00,12/31/2154 23:59:59,43920,101
JEWEL ENVIRONMENTAL CORP.,Business;Remit to,V017269,"83 LEADMINE LANE
FISKDALE, MA  01518",FISKDALE,USA,,JEWEL ENVIRONMENTAL CORP.,L000275829,MA,83 LEADMINE LANE,,06/30/2025 13:30:43,12/31/2154 23:59:59,01518,101
"JH BERGE, INC.",Business;Remit to,V017271,"24 WORLDS FAIR DRIVE, UNIT E
SOMERSET, NJ  08873",SOMERSET,USA,,"JH BERGE, INC.",L000275831,NJ,"24 WORLDS FAIR DRIVE, UNIT E",,11/17/2023 12:49:57,12/31/2154 23:59:59,08873,101
JSS SAFETY & RESCUE LTD,Remit to,V017278,"3617 E US HIGHWAY 12
MICHIGAN CITY, IN  46360",MICHIGAN CITY,USA,,JSS SAFETY & RESCUE LTD,L000399154,IN,3617 E US HIGHWAY 12,,12/16/2024 19:29:07,12/31/2154 23:59:59,46360,101
JSS SAFETY & RESCUE LTD,Business;Remit to,V017278,"PO BOX 565
BROOKFIELD, IL  60513",BROOKFIELD,USA,,JSS SAFETY & RESCUE LTD,L000275838,IL,PO BOX 565,,08-10-2023 00:00,12/31/2154 23:59:59,60513,101
KEARNY STEEL CONTAINER INC,Business;Remit to,V017283,"401 SOUTH STREET
NEWARK, NJ  07105-1916",NEWARK,USA,,KEARNY STEEL CONTAINER INC,L000275843,NJ,401 SOUTH STREET,,10-03-2023 18:57,12/31/2154 23:59:59,07105-1916,101
"KEEN COMPRESSED GAS, CO.",Remit to,V017284,"P.O. BOX 15151
WILMINGTON, DE  19850",WILMINGTON,USA,,"KEEN COMPRESSED GAS, CO.",L000363842,DE,P.O. BOX 15151,,08/21/2024 19:34:43,12/31/2154 23:59:59,19850,101
"KEEN COMPRESSED GAS, CO.",Business;Remit to,V017284,"101 ROGERS RD STE 200
WILMINGTON, DE  19801",WILMINGTON,USA,,"KEEN COMPRESSED GAS, CO.",L000275844,DE,101 ROGERS RD STE 200,,08-10-2023 00:00,12/31/2154 23:59:59,19801,101
KEN DOANE,Business;Remit to,V017286,"12 MARITHEW DR.
SKOWHEGAN, ME  4976",SKOWHEGAN,USA,,KEN DOANE,L000275846,ME,12 MARITHEW DR.,,08-10-2023 00:00,12/31/2154 23:59:59,4976,101
KENDRA ALLEN TAX COLLECTOR,Business;Remit to,V017287,"712 SAW MILL ROAD
LEWISBERRY, PA  17339",LEWISBERRY,USA,,KENDRA ALLEN TAX COLLECTOR,L000275847,PA,712 SAW MILL ROAD,,08-10-2023 00:00,12/31/2154 23:59:59,17339,101
KENNEBEC EQUIPMENT RENTAL FAIRFIELD,Business;Remit to,V017288,"P.O. BOX 120
FAIRFIELD, ME  04937",FAIRFIELD,USA,,KENNEBEC EQUIPMENT RENTAL FAIRFIELD,L000275848,ME,P.O. BOX 120,,06-09-2025 13:38,12/31/2154 23:59:59,04937,101
KEYWORLD LOCKSMITH INC,Business;Remit to,V017291,"574 FIRST AVENUE
ELIZABETH, NJ  07206",ELIZABETH,USA,,KEYWORLD LOCKSMITH INC,L000275851,NJ,574 FIRST AVENUE,,03-08-2024 12:42,12/31/2154 23:59:59,07206,101
KILNDIRECT LLC,Business;Remit to,V017294,"1880 LYNETTE DR
SUMTER, SC  29154",SUMTER,USA,,KILNDIRECT LLC,L000275854,SC,1880 LYNETTE DR,,08-10-2023 00:00,12/31/2154 23:59:59,29154,101
KINT CORPORATION,Remit to,V017296,"P.O. BOX 60490
HARRISBURG, PA  17106-0490",HARRISBURG,USA,,KINT CORPORATION,L000349439,PA,P.O. BOX 60490,,07/17/2024 11:33:17,12/31/2154 23:59:59,17106-0490,101
KJ CONSULTING AND SUPPORT SERVICES,Business;Remit to,V017297,"702 SUNHARVEST LN
INDIAN TRAIL, NC  28079",INDIAN TRAIL,USA,,KJ CONSULTING AND SUPPORT SERVICES,L000275857,NC,702 SUNHARVEST LN,,01-02-2026 17:19,12/31/2154 23:59:59,28079,101
"KLOVER, INC (NAPA)",Remit to,V017298,"300 POST RD
FAIRFIELD, CT  06824",FAIRFIELD,USA,,"KLOVER, INC.",L000368432,CT,300 POST RD,,09-06-2024 19:33,12/31/2154 23:59:59,06824,101
L&L HOLDING LLC,Business;Remit to,V017303,"19 KINGLET DRIVE SOUTH
CRANBURY, NJ  08512",CRANBURY,USA,,L&L HOLDING LLC,L000275863,NJ,19 KINGLET DRIVE SOUTH,,08/27/2024 17:51:39,12/31/2154 23:59:59,08512,101
LABOR CLEAN SERVICE INC,Business;Remit to,V017304,"804 WAVERLY STREET
FRAMINGHAM, MA  1702",FRAMINGHAM,USA,,LABOR CLEAN SERVICE INC,L000275864,MA,804 WAVERLY STREET,,08-10-2023 00:00,12/31/2154 23:59:59,1702,101
LABORERS' FRINGE BENEFITS FUND,Business;Remit to,V017305,"2725 WEST MONROE STREET
SPRINGFIELD, IL  62704",SPRINGFIELD,USA,,LABORERS' FRINGE BENEFITS FUND,L000275865,IL,2725 WEST MONROE STREET,,08-10-2023 00:00,12/31/2154 23:59:59,62704,101
LANCASTER CTY SOLID WASTE,Business;Remit to,V017307,"MANAGEMENT AUTHORITY 1299 HARRISBURG PIKE
LANCASTER, PA  17603",LANCASTER,USA,,LANCASTER CTY SOLID WASTE,L000275867,PA,MANAGEMENT AUTHORITY 1299 HARRISBURG PIKE,,08-10-2023 00:00,12/31/2154 23:59:59,17603,101
LEAHY-WOLF COMPANY,Business;Remit to,V017309,"02 DEPT #2223
P.O. BOX 5905
CAROL STREAM, IL  60197",CAROL STREAM,USA,,LEAHY-WOLF COMPANY,L000275869,IL,"02 DEPT #2223
P.O. BOX 5905",,01/23/2025 17:05:53,12/31/2154 23:59:59,60197,101
LEHIGH COUNTY AUTHORITY,Business;Remit to,V017312,"1053 SPRUCE ROAD PO BOX 3348
ALLENTOWN, PA  18106",ALLENTOWN,USA,,LEHIGH COUNTY AUTHORITY,L000275872,PA,1053 SPRUCE ROAD PO BOX 3348,,08-10-2023 00:00,12/31/2154 23:59:59,18106,101
"LIFT, INC",Remit to,V017317,"P.O. BOX 7657
LANCASTER, PA  17604",LANCASTER,USA,,"LIFT, INC.",L000299694,PA,P.O. BOX 7657,,11/17/2023 16:35:41,12/31/2154 23:59:59,17604,101
"LIFTEC, INC.",Business;Remit to,V017318,"124 SYLVANIA PLACE
SOUTH PLAINFIELD, NJ  07080",SOUTH PLAINFIELD,USA,,"LIFTEC, INC.",L000275878,NJ,124 SYLVANIA PLACE,,03-06-2024 18:21,12/31/2154 23:59:59,07080,101
LINDE-GRIFFITH CONSTRUCTION CO.,Business;Remit to,V017320,"152 PASSAIC STREET
NEWARK, NJ  07107",NEWARK,USA,,LINDE-GRIFFITH CONSTRUCTION CO.,L000275880,NJ,152 PASSAIC STREET,,04-04-2024 11:27,12/31/2154 23:59:59,07107,101
LOCAL DUMPSTER RENTAL LLC,Remit to,V017325,"P.O. BOX 737345
DALLAS, TX  75373-7345",DALLAS,USA,,LOCAL DUMPSTER RENTAL LLC,L000368374,TX,P.O. BOX 737345,,04/24/2025 15:57:55,12/31/2154 23:59:59,75373-7345,101
MAC CLEANING SERVICE LLC,Business;Remit to,V017326,"PO BOX 419
MIDDLESEX, NJ  8846",MIDDLESEX,USA,,MAC CLEANING SERVICE LLC,L000275886,NJ,PO BOX 419,,08-10-2023 00:00,12/31/2154 23:59:59,8846,101
MARCUS BUSINESS MACHINES INC,Business;Remit to,V017335,"1105A W ST. GEORGES AVE
LINDEN, NJ  07036-6115",LINDEN,USA,,MARCUS BUSINESS MACHINES INC,L000275895,NJ,1105A W ST. GEORGES AVE,,02-07-2024 13:55,12/31/2154 23:59:59,07036-6115,101
MARYLAND DEPT OF THE ENVIRONMENT,Business;Remit to,V017339,"PO BOX 1417
BALTIMORE, MD  21203",BALTIMORE,USA,,MARYLAND DEPT OF THE ENVIRONMENT,L000275899,MD,PO BOX 1417,,08-10-2023 00:00,12/31/2154 23:59:59,21203,101
MARYLAND INDUSTRIAL TRK INC,Business;Remit to,V017340,"PO BOX 17321
BALTIMORE, MD  21297-1321",BALTIMORE,USA,,MARYLAND INDUSTRIAL TRK INC,L000275900,MD,PO BOX 17321,,07/16/2024 15:03:03,12/31/2154 23:59:59,21297-1321,101
MCCARTHY TIRE SERVICE COMPANY OF PA INC,Business;Remit to,V017348,"PO BOX 1125
WILKES BARRE, PA  18703",WILKES BARRE,USA,,MCCARTHY TIRE SERVICE COMPANY OF PA INC,L000275908,PA,PO BOX 1125,,08-10-2023 00:00,12/31/2154 23:59:59,18703,101
"MCCUTCHEON ENTERPRISES, INC.",Business;Remit to,V017350,"PO BOX 74807
CLEVELAND, OH  44194",CLEVELAND,USA,,"MCCUTCHEON ENTERPRISES, INC.",L000275910,OH,PO BOX 74807,,08-10-2023 00:00,12/31/2154 23:59:59,44194,101
"MDO PROPERTY MANAGEMENT, LLC.",Business;Remit to,V017353,"PO BOX 348
TOWACO, NJ  07082",TOWACO,USA,,"MDO PROPERTY MANAGEMENT, LLC.",L000275913,NJ,PO BOX 348,,08/27/2024 17:53:58,12/31/2154 23:59:59,07082,101
MENDENHALL'S REFRIGERANT RECOVERY,Business;Remit to,V017355,"PO BOX 203
REAMSTOWN, PA  17567",REAMSTOWN,USA,,MENDENHALL'S REFRIGERANT RECOVERY,L000275915,PA,PO BOX 203,,05/21/2024 18:59:16,12/31/2154 23:59:59,17567,101
MICHAEL BARRETT MARKET ST LLC,Business;Remit to,V017358,"706 MOORES MOUNTAIN RD
MECHANICSBURG, PA  17055",MECHANICSBURG,USA,,MICHAEL BARRETT MARKET ST LLC,L000275918,PA,706 MOORES MOUNTAIN RD,,08-10-2023 00:00,12/31/2154 23:59:59,17055,101
MICHAEL W. WALKER LLC,Business;Remit to,V017359,"PO BOX 1088
SKOWHEGAN, ME  4976",SKOWHEGAN,USA,,MICHAEL W. WALKER LLC,L000275919,ME,PO BOX 1088,,08-10-2023 00:00,12/31/2154 23:59:59,4976,101
"MICRO DATANET,INC DBA GOLDFINCH CLOUD SOLUTIONS",Business;Remit to,V017361,"485 US HIGHWAY 1 SOUTH,STE350
ISELIN, NJ  8830",ISELIN,USA,,"MICRO DATANET,INC DBA GOLDFINCH CLOUD SOLUTIONS",L000275921,NJ,"485 US HIGHWAY 1 SOUTH,STE350",,08-10-2023 00:00,12/31/2154 23:59:59,8830,101
MIDATLANTIC ENGINEERING PARTNERS LLC,Business;Remit to,V017363,"2026B BRIGGS ROAD SUITE 300
MOUNT LAUREL, NJ  8054",MOUNT LAUREL,USA,,MIDATLANTIC ENGINEERING PARTNERS LLC,L000275923,NJ,2026B BRIGGS ROAD SUITE 300,,08-10-2023 00:00,12/31/2154 23:59:59,8054,101
MID STATE TRAILER REPAIR INC,Business;Remit to,V017365,"575 MCCARTHY DRIVE
LEWISBERRY, PA  17339",LEWISBERRY,USA,,MID STATE TRAILER REPAIR INC,L000275925,PA,575 MCCARTHY DRIVE,,08-10-2023 00:00,12/31/2154 23:59:59,17339,101
MID-ATLANTIC ENVIRONMENTAL LABORATORIES INC,Business;Remit to,V017367,"30 LUKENS DRIVE SUITE A
NEW CASTLE, DE  19720",NEW CASTLE,USA,,MID-ATLANTIC ENVIRONMENTAL LABORATORIES INC,L000275927,DE,30 LUKENS DRIVE SUITE A,,06-06-2024 14:28,12/31/2154 23:59:59,19720,101
MID-ATLANTIC TRUCK CENTER,Business;Remit to,V017368,"525 W. LINDEN AVE.
LINDEN, NJ  7036",LINDEN,USA,,MID-ATLANTIC TRUCK CENTER,L000275928,NJ,525 W. LINDEN AVE.,,08-10-2023 00:00,12/31/2154 23:59:59,7036,101
MID-STATE FORKLIFT INC,Business;Remit to,V017373,"PO BOX 4007
ARCHDALE, NC  27263",ARCHDALE,USA,,MID-STATE FORKLIFT INC,L000275933,NC,PO BOX 4007,,08-10-2023 00:00,12/31/2154 23:59:59,27263,101
"MIKE'S HEAVY DUTY TOWING, INC.",Business;Remit to,V017377,"816 LIBERTY AVE
BROOKLYN, NY  11208",BROOKLYN,USA,,"MIKE'S HEAVY DUTY TOWING, INC.",L000275937,NY,816 LIBERTY AVE,,08-10-2023 00:00,12/31/2154 23:59:59,11208,101
MILES STREET VENTURES LLC,Business;Remit to,V017378,"195 NORTH PARK AVENUE
EASTON, CT  6612",EASTON,USA,,MILES STREET VENTURES LLC,L000275938,CT,195 NORTH PARK AVENUE,,08-10-2023 00:00,12/31/2154 23:59:59,6612,101
"MILL CREEK ENVIRONMENTAL CONSULTING, INC.",Business;Remit to,V017379,"289 CAMP AVENUE
NORTH KINGSTOWN, RI  02852",NORTH KINGSTOWN,USA,,"MILL CREEK ENVIRONMENTAL CONSULTING, INC.",L000275939,RI,289 CAMP AVENUE,,09/27/2024 12:24:08,12/31/2154 23:59:59,02852,101
"MNI TARGETED MEDIA, INC.",Business;Remit to,V017383,"PO BOX 21916
NEW YORK, NY  10087",NEW YORK,USA,,"MNI TARGETED MEDIA, INC.",L000275943,NY,PO BOX 21916,,08-10-2023 00:00,12/31/2154 23:59:59,10087,101
MOE FUNDS,Business;Remit to,V017386,"ATTN: ACCOUNTS RECEIVABLE DEPT. 6150 JOLIET ROAD
COUNTRYSIDE, IL  60525",COUNTRYSIDE,USA,,MOE FUNDS,L000275946,IL,ATTN: ACCOUNTS RECEIVABLE DEPT. 6150 JOLIET ROAD,,08-10-2023 00:00,12/31/2154 23:59:59,60525,101
MONDIAL AUTOMOTIVE INC,Business;Remit to,V017387,"PO BOX 560248 114-114 14TH ROAD
COLLEGE POINT, NY  11356",COLLEGE POINT,USA,,MONDIAL AUTOMOTIVE INC,L000275947,NY,PO BOX 560248 114-114 14TH ROAD,,08-10-2023 00:00,12/31/2154 23:59:59,11356,101
"MT2, LLC",Business;Remit to,V017391,"14045 W. 66TH AVENUE
ARVADA, CO  80004",ARVADA,USA,,"MT2, LLC",L000275951,CO,14045 W. 66TH AVENUE,,12/28/2023 12:30:55,12/31/2154 23:59:59,80004,101
"MUNCIE POWER PRODUCTS, INC.",Business;Remit to,V017392,"PO BOX 548
MUNCIE, IN  47308",MUNCIE,USA,,"MUNCIE POWER PRODUCTS, INC.",L000275952,IN,PO BOX 548,,08-10-2023 00:00,12/31/2154 23:59:59,47308,101
"NATIONAL ASBESTOS FLOORING ENCASEMENT SYSTEMS, INC",Business;Remit to,V017397,"2210 MISSILE RD, UNIT D
CHEYENNE, WY  82001",CHEYENNE,USA,,"NATIONAL ASBESTOS FLOORING ENCASEMENT SYSTEMS, INC",L000275957,WY,"2210 MISSILE RD, UNIT D",,08-10-2023 00:00,12/31/2154 23:59:59,82001,101
NATIONAL FENCE SYSTEMS INC,Business;Remit to,V017399,"1033 US HIGHWAY 1
AVENAL, NJ  07001",AVENAL,USA,,NATIONAL FENCE SYSTEMS INC,L000275959,NJ,1033 US HIGHWAY 1,,07-02-2025 20:38,12/31/2154 23:59:59,07001,101
NEW ENGLAND TOTAL ENERGY,Business;Remit to,V017403,"469 WEST PUTNAM AVENUE
GREENWICH, CT  6830",GREENWICH,USA,,NEW ENGLAND TOTAL ENERGY,L000275963,CT,469 WEST PUTNAM AVENUE,,08-10-2023 00:00,12/31/2154 23:59:59,6830,101
"NEW JERSEY DOOR WORKS, INC.",Business;Remit to,V017404,"689 RAMSEY AVENUE
HILLSIDE, NJ  7205",HILLSIDE,USA,,"NEW JERSEY DOOR WORKS, INC.",L000275964,NJ,689 RAMSEY AVENUE,,08-10-2023 00:00,12/31/2154 23:59:59,7205,101
NEW JERSEY TRUCK STOP INC,Business;Remit to,V017405,"61 LINCOLN HIGHWAY
KEARNY, NJ  07032",KEARNY,USA,,NEW JERSEY TRUCK STOP INC,L000275965,NJ,61 LINCOLN HIGHWAY,,09/30/2024 10:59:27,12/31/2154 23:59:59,07032,101
NEW YORK STATE DEPARTMENT OF TRANSPORTATION,Business;Remit to,V017407,"50 WOLF ROAD
ALBANY, NY  12232",ALBANY,USA,,NEW YORK STATE DEPARTMENT OF TRANSPORTATION,L000275967,NY,50 WOLF ROAD,,08-10-2023 00:00,12/31/2154 23:59:59,12232,101
NEW YORK TRUCK PARTS INC.,Business;Remit to,V017408,"12 O'GORMAN ROAD
WURTSBORO, NY  12790",WURTSBORO,USA,,NEW YORK TRUCK PARTS INC.,L000275968,NY,12 O'GORMAN ROAD,,08-10-2023 00:00,12/31/2154 23:59:59,12790,101
NICKERSON YARD MAINT,Business;Remit to,V017411,"PO BOX 277
NORRIDGEWOCK, ME  4957",NORRIDGEWOCK,USA,,NICKERSON YARD MAINT,L000275971,ME,PO BOX 277,,08-10-2023 00:00,12/31/2154 23:59:59,4957,101
NJMVC - NEW JERSEY MOTOR VEHICLE COMMISION,Business;Remit to,V017412,"BUSINESS LICENSING SERVICES BUREAU PO BOX 171
TRENTON, NJ  8666",TRENTON,USA,,NJMVC - NEW JERSEY MOTOR VEHICLE COMMISION,L000275972,NJ,BUSINESS LICENSING SERVICES BUREAU PO BOX 171,,08-10-2023 00:00,12/31/2154 23:59:59,8666,101
NOBEL EQUIPMENT & SUPPLIES INC,Business;Remit to,V017413,"1920 US HWY #1
LINDEN, NJ  7036",LINDEN,USA,,NOBEL EQUIPMENT & SUPPLIES INC,L000275973,NJ,1920 US HWY #1,,08-10-2023 00:00,12/31/2154 23:59:59,7036,101
NORTHEAST COFFEE CO.,Business;Remit to,V017416,"PO BOX 446
SKOWHEGAN, ME  04976",SKOWHEGAN,USA,,NORTHEAST COFFEE CO.,L000275976,ME,PO BOX 446,,05/21/2025 16:41:03,12/31/2154 23:59:59,04976,101
"NORTHERN ENVIRONMENTAL, LLC",Business;Remit to,V017417,"2661 N. PEARL STREET, #145
TACOMA, WA  98407",TACOMA,USA,,"NORTHERN ENVIRONMENTAL, LLC",L000275977,WA,"2661 N. PEARL STREET, #145",,08-10-2023 00:00,12/31/2154 23:59:59,98407,101
O'BRIEN'S  FUEL & SERVICE,Business;Remit to,V017425,"2105 ALPHA DRIVE PO BOX 7272
YORK, PA  17404",YORK,USA,,O'BRIEN'S FUEL & SERVICE,L000275985,PA,2105 ALPHA DRIVE PO BOX 7272,,08-10-2023 00:00,12/31/2154 23:59:59,17404,101
OEBF - LOCAL 37,Business;Remit to,V017428,"3615 NORTH POINT BLVD., SUITE C
BALTIMORE,, MD  21222","BALTIMORE,",USA,,OEBF - LOCAL 37,L000275988,MD,"3615 NORTH POINT BLVD., SUITE C",,08-10-2023 00:00,12/31/2154 23:59:59,21222,101
"OK DYNAMICS, LLC",Business;Remit to,V017429,"219 LIBERTY LANE
VENUS, TX  76084",VENUS,USA,,"OK DYNAMICS, LLC",L000275989,TX,219 LIBERTY LANE,,07/17/2024 13:02:33,12/31/2154 23:59:59,76084,101
OPAL CORP,Remit to,V017432,"P.O. BOX 429
CLARION, PA  16214",CLARION,USA,,OPAL CORP,L000433713,PA,P.O. BOX 429,,04-10-2025 13:37,12/31/2154 23:59:59,16214,101
OPERATING ENGINEER LOCAL 825 BENEFIT FUNDS,Business;Remit to,V017435,"ATTN: CONTRIBUTION DEPT 65
SPRINGFIELD AVE. 2ND FL
SPRINGFIELD, NJ  07081",SPRINGFIELD,USA,,OPERATING ENGINEER LOCAL 825 BENEFIT FUNDS,L000275995,NJ,"ATTN: CONTRIBUTION DEPT 65
SPRINGFIELD AVE. 2ND FL",,10/23/2023 20:09:05,12/31/2154 23:59:59,07081,101
OPTIMUM,Business;Remit to,V017437,"P.O. BOX 70340
PHILADELPHIA, PA  19176-0340",PHILADELPHIA,USA,,OPTIMUM,L000275997,PA,P.O. BOX 70340,,08/26/2024 15:53:10,12/31/2154 23:59:59,19176-0340,101
P&C TRUCKING ENTERPRISES INC,Business;Remit to,V017440,"4410 ROSS ROAD
GARY, IN  46408",GARY,USA,,P&C TRUCKING ENTERPRISES INC,L000276000,IN,4410 ROSS ROAD,,08-10-2023 00:00,12/31/2154 23:59:59,46408,101
P.S. INDUSTRIES INC.,Business;Remit to,V017442,"1150 S 48TH STREET
GRAND FORKS, ND  58201",GRAND FORKS,USA,,P.S. INDUSTRIES INC.,L000276002,ND,1150 S 48TH STREET,,08-10-2023 00:00,12/31/2154 23:59:59,58201,101
PALMIERI FARM LLC,Business;Remit to,V017443,"P.O. BOX 283
EASTON, CT  06612",EASTON,USA,,PALMIERI FARM LLC,L000276003,CT,P.O. BOX 283,,08/25/2025 15:49:55,12/31/2154 23:59:59,06612,101
"PARKER SYSTEMS, INC",Business;Remit to,V017445,"2880 YADKIN RD
CHESAPEAKE, VA  23323",CHESAPEAKE,USA,,"PARKER SYSTEMS, INC",L000276005,VA,2880 YADKIN RD,,08-10-2023 00:00,12/31/2154 23:59:59,23323,101
PASSAIC VALLEY SEWERAGE COMM,Business;Remit to,V017447,"600 WILSON AVENUE
NEWARK, NJ  07105",NEWARK,USA,,PASSAIC VALLEY SEWERAGE COMM,L000276007,NJ,600 WILSON AVENUE,,04-11-2024 12:19,12/31/2154 23:59:59,07105,101
PECO,Business;Remit to,V017451,"PO BOX 37629
PHILADELPHIA, PA",PHILADELPHIA,USA,,PECO,L000276011,PA,PO BOX 37629,,08-10-2023 00:00,12/31/2154 23:59:59,,101
PEERLESS NETWORK INC.,Remit to,V017452,"PO BOX 735253
CHICAGO, IL  60673-5253",CHICAGO,USA,,PEERLESS NETWORK INC,L000363692,IL,PO BOX 735253,,08/21/2024 13:52:10,12/31/2154 23:59:59,60673-5253,101
PEERLESS NETWORK INC.,Business;Remit to,V017452,"433 W. VAN BUREN - SUITE 410S
CHICAGO, IL  60607",CHICAGO,USA,,PEERLESS NETWORK INC.,L000276012,IL,433 W. VAN BUREN - SUITE 410S,,08-10-2023 00:00,12/31/2154 23:59:59,60607,101
PENN POWER GROUP LLC,Business;Remit to,V017454,"8330 STATE ROAD
PHILADELPHIA, PA  19136",PHILADELPHIA,USA,,PENN POWER GROUP LLC,L000276014,PA,8330 STATE ROAD,,08-10-2023 00:00,12/31/2154 23:59:59,19136,101
PENNSYLVANIA ONE CALL SYS INC,Business;Remit to,V017457,"PO BOX 641121
PITTSBURGH, PA  15264-1121",PITTSBURGH,USA,,PENNSYLVANIA ONE CALL SYS INC,L000276017,PA,PO BOX 641121,,07/29/2024 19:11:29,12/31/2154 23:59:59,15264-1121,101
PERSONAL TOUCH CLEANING,Business;Remit to,V017459,"4 NORTH SCHOOL STREET
SKOWHEGAN, ME  04976",SKOWHEGAN,USA,,PERSONAL TOUCH CLEANING,L000276019,ME,4 NORTH SCHOOL STREET,,07-03-2025 13:28,12/31/2154 23:59:59,04976,101
PIONEER CROSSING LANDFILL,Business;Remit to,V017469,"PO BOX 7250
AUDUBON, PA  19407",AUDUBON,USA,,PIONEER CROSSING LANDFILL,L000276029,PA,PO BOX 7250,,08-10-2023 00:00,12/31/2154 23:59:59,19407,101
PLASTIC RECOVERY TECHNOLOGIES,Business;Remit to,V017470,"920 REMINGTON RD.
SCHAUMBURG, IL  60173",SCHAUMBURG,USA,,PLASTIC RECOVERY TECHNOLOGIES,L000276030,IL,920 REMINGTON RD.,,08-10-2023 00:00,12/31/2154 23:59:59,60173,101
PREMIER ELECTRONIC SOLUTIONS LLC,Business;Remit to,V017473,"2411 MARK PLACE
POINT PLEASANT BEACH, NJ  08742",POINT PLEASANT BEACH,USA,,PREMIER ELECTRONIC SOLUTIONS LLC,L000276033,NJ,2411 MARK PLACE,,03-07-2024 16:11,12/31/2154 23:59:59,08742,101
PREMIER TRUCK RENTAL LLC,Business;Remit to,V017476,"9138 BLUFFTON RD.
FORT WAYNE, IN  46809",FORT WAYNE,USA,,PREMIER TRUCK RENTAL LLC,L000276036,IN,9138 BLUFFTON RD.,,08-10-2023 00:00,12/31/2154 23:59:59,46809,101
PRIME LUBE INC,Remit to,V017479,"P.O. BOX 539
CARTERET, NJ  07008",CARTERET,USA,,PRIME LUBE INC,L000347894,NJ,P.O. BOX 539,,07-01-2024 15:01,12/31/2154 23:59:59,07008,101
"PRISTINE CLEANING SERVICES, LLC",Business;Remit to,V017480,"165 HUMPHREY AVE.
BAYONNE, NJ  07002",BAYONNE,USA,,"PRISTINE CLEANING SERVICES, LLC",L000276040,NJ,165 HUMPHREY AVE.,,02-07-2024 20:44,12/31/2154 23:59:59,07002,101
PRIVATE WORKFORCE SOLUTIONS,Business;Remit to,V017481,"1121 B CANAL BLVD
THIBODAUX, LA  70301",THIBODAUX,USA,,PRIVATE WORKFORCE SOLUTIONS,L000276041,LA,1121 B CANAL BLVD,,08-10-2023 00:00,12/31/2154 23:59:59,70301,101
"PROTRADES, LLC",Business;Remit to,V017483,"850 CRANBERRY WOODS DR.
CRANBERRY TWP, PA  16066",CRANBERRY TWP,USA,,"PROTRADES, LLC",L000276043,PA,850 CRANBERRY WOODS DR.,,08-10-2023 00:00,12/31/2154 23:59:59,16066,101
PULASKI INDUSTRIAL CORP.,Business;Remit to,V017484,"PO BOX 332
PULASKI, PA  16143",PULASKI,USA,,PULASKI INDUSTRIAL CORP.,L000276044,PA,PO BOX 332,,08-10-2023 00:00,12/31/2154 23:59:59,16143,101
"PULSE TECHNOLOGY OF INDIANA, INC",Business;Remit to,V017485,"3801 E LINCOLN HWY
MERILLVILLE, IN  46410",MERILLVILLE,USA,,"PULSE TECHNOLOGY OF INDIANA, INC",L000396843,IN,3801 E LINCOLN HWY,,12-05-2024 18:54,12/31/2154 23:59:59,46410,101
"PULSE TECHNOLOGY OF INDIANA, INC",Business;Remit to,V017485,"312 ROBERTS ROAD
CHESTERTON, IN  46304",CHESTERTON,USA,,"PULSE TECHNOLOGY OF INDIANA, INC",L000276045,IN,312 ROBERTS ROAD,,08-10-2023 00:00,12/31/2154 23:59:59,46304,101
